DISTRICT,ROUTE,ROUTE_SFX,COUNTY,PM_PFX,PM,PM_SFX,LOCATION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT,Date,ANNUAL_AVG_TEMPERATURE,ANOMALY_TEMPERATURE,PRECIPITATION,ANOMALY_PRECIPITATION
7.0,91,,LA,R,20.741,,LOS ANGELES/ORANGE COUNTY LINE,14900.0,256000.0,225000.0,,,,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,S,0.0,,"LOS ANGELES, JCT. RTE. 5",,,,7700.0,138000.0,120000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,S,0.624,,"LOS ANGELES, FOURTH ST ",7700.0,138000.0,120000.0,7000.0,125000.0,109000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,S,0.907,,"LOS ANGELES, FIRST ST ",7000.0,125000.0,109000.0,6900.0,124000.0,108000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,S,1.329,,"LOS ANGELES, JCT. RTE. 10",6900.0,124000.0,108000.0,,,,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,0.0,,"LOS ANGELES, JCT. RTE. 10",,,,12000.0,214000.0,186000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,0.387,,"LOS ANGELES, VIGNES ST ",12000.0,214000.0,186000.0,11800.0,211000.0,184000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,0.82,,"LOS ANGELES, ALAMEDA/ LOS ANGELES STS ",11800.0,211000.0,184000.0,11300.0,203000.0,177000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,0.865,,"LOS ANGELES, LOS ANGELES ST",12200.0,218000.0,190000.0,12300.0,222000.0,193000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,1.007,,"LOS ANGELES, SPRING ST ",11300.0,203000.0,177000.0,12300.0,220000.0,192000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,1.569,,"LOS ANGELES, JCT. RTE. 110",12300.0,220000.0,192000.0,15000.0,267000.0,233000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,10.343,,"LOS ANGELES, LANKERSHIM/VENTURA BLVDS ",14000.0,251000.0,219000.0,14000.0,250000.0,218000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,11.112,,"LOS ANGELES, VINELAND AVE ",14000.0,250000.0,218000.0,13400.0,240000.0,209000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,2.483,,"LOS ANGELES, GLENDALE BLVD ",15000.0,267000.0,233000.0,16300.0,292000.0,254000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,2.857,,"LOS ANGELES, JCT. RTE. 2 NORTHEAST",16300.0,292000.0,254000.0,14200.0,255000.0,222000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,3.342,,"LOS ANGELES, BENTON WAY/RAMPART ST",14200.0,255000.0,222000.0,14600.0,262000.0,228000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,3.76,,"LOS ANGELES, SILVER LAKE BLVD ",14600.0,262000.0,228000.0,13500.0,241000.0,210000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,4.397,,"LOS ANGELES, VERMONT AVE ",13500.0,241000.0,210000.0,13200.0,236000.0,206000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,4.851,,"LOS ANGELES, MELROSE AVE ",13200.0,236000.0,206000.0,12600.0,226000.0,197000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,5.554,,"LOS ANGELES, JCT. RTE. 2 W",12600.0,226000.0,197000.0,11100.0,199000.0,173000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,5.812,,"LOS ANGELES, WERN AVE ",11100.0,199000.0,173000.0,12300.0,220000.0,192000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,6.38,,"LOS ANGELES, SUNSET/HOLLYWOOD BLVDS ",12300.0,220000.0,192000.0,11100.0,199000.0,173000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,6.912,,"LOS ANGELES, GOWER ST/ARGYLE AVE ",11100.0,199000.0,173000.0,11800.0,211000.0,184000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,7.459,,"LOS ANGELES, CAHUENGA BLVD ",11800.0,211000.0,184000.0,12800.0,230000.0,200000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,7.84,,"LOS ANGELES, HIGHLAND AVE ",12800.0,230000.0,200000.0,15200.0,273000.0,238000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,9.221,,"LOS ANGELES, BARHAM BLVD ",15200.0,273000.0,238000.0,14000.0,251000.0,219000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,11.747,R,"LOS ANGELES, JCT. RTES. 134/170",6700.0,121000.0,105000.0,7800.0,139000.0,121000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,11.747,L,"LOS ANGELES, JCT. RTES. 134/170",7500.0,122000.0,119000.0,7800.0,139000.0,121000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,12.852,,"LOS ANGELES, LAUREL CANYON BLVD ",15500.0,278000.0,242000.0,15500.0,278000.0,242000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,13.878,,"LOS ANGELES, COLDWATER CANYON AVE ",15500.0,278000.0,242000.0,15700.0,281000.0,245000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,14.885,,"LOS ANGELES, WOODMAN AVE ",15700.0,281000.0,245000.0,16200.0,290000.0,253000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,15.908,,"LOS ANGELES, VAN NUYS BLVD ",16200.0,290000.0,253000.0,17000.0,304000.0,265000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,17.17,R,"LOS ANGELES, JCT. RTE. 405",8500.0,153000.0,133000.0,9000.0,162000.0,141000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,17.17,L,"LOS ANGELES, JCT. RTE. 405",8500.0,153000.0,133000.0,9000.0,162000.0,141000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,18.607,,"LOS ANGELES, HAVENHURST AVE ",18000.0,323000.0,281000.0,17300.0,310000.0,270000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,19.217,,"LOS ANGELES, BALBOA BLVD ",17300.0,310000.0,270000.0,17200.0,309000.0,269000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,20.225,,"LOS ANGELES, WHITE OAK AVE ",17200.0,309000.0,269000.0,16600.0,297000.0,259000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,21.252,,"LOS ANGELES, RESEDA BLVD ",16600.0,297000.0,259000.0,16100.0,288000.0,251000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,22.254,,"LOS ANGELES, TAMPA AVE ",16100.0,288000.0,251000.0,15400.0,276000.0,240000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,23.264,,"LOS ANGELES, WINNETKA AVE ",15400.0,276000.0,240000.0,15400.0,276000.0,240000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,24.311,,"LOS ANGELES, DE SOTO AVE ",14800.0,266000.0,232000.0,14500.0,259000.0,226000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,24.851,,"LOS ANGELES, CANOGA AVE ",14500.0,259000.0,226000.0,12900.0,232000.0,202000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,25.337,,"LOS ANGELES, JCT. RTE. 27",12900.0,232000.0,202000.0,11600.0,208000.0,181000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,25.755,,"LOS ANGELES, VENTURA BLVD ",11600.0,208000.0,181000.0,11400.0,205000.0,179000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,26.86,,"LOS ANGELES, WOODLAKE AVE ",11400.0,205000.0,179000.0,11800.0,211000.0,184000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,27.364,,"LOS ANGELES, MULHOLLAND DR ",11800.0,211000.0,184000.0,10900.0,196000.0,171000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,28.287,,"CALABASAS, PARKWAY CALABASAS ",10900.0,196000.0,171000.0,10300.0,185000.0,161000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,31.058,,"CALABASAS, LAS VIRGENES CANYON ROAD ",10300.0,185000.0,161000.0,9200.0,164000.0,143000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,31.917,,"CALABASAS, LOST HILLS ROAD ",9200.0,164000.0,143000.0,9400.0,169000.0,147000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,32.79,,"AGOURA HILLS, LIBERTY CANYON ROAD ",9400.0,169000.0,147000.0,9500.0,170000.0,148000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,33.688,,"AGOURA HILLS, CHESEBRO/PALO COMADO CANYON ROADS ",9500.0,170000.0,148000.0,9200.0,164000.0,143000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,35.035,,"AGOURA HILLS, KANAN ROAD ",9200.0,164000.0,143000.0,9100.0,162000.0,141000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,36.18,,"AGOURA HILLS, REYES ADOBE ROAD ",9100.0,162000.0,141000.0,9100.0,162000.0,141000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,37.536,,"WLAKE VILLAGE, LINDERO CANYON ROAD ",9100.0,162000.0,141000.0,9500.0,170000.0,148000.0,2020,63.2,-0.2,10.89,-1.35
7.0,101,,LA,,38.19,,LOS ANGELES/VENTURA COUNTY LINE,9500.0,170000.0,148000.0,,,,2020,63.2,-0.2,10.89,-1.35
7.0,103,,LA,,0.0,,"NB OFF TO HENRY FORD BLVD  AND LOS ANGELES, JCT. RTE. 47",,,,2000.0,18500.0,16300.0,2020,63.2,-0.2,10.89,-1.35
7.0,103,,LA,,0.05,,"LOS ANGELES, HENRY FORD BLVD ",2000.0,18500.0,16300.0,620.0,5600.0,4900.0,2020,63.2,-0.2,10.89,-1.35
7.0,103,,LA,,0.9,,"LOS ANGELES, ANAHEIM ST ",620.0,5600.0,4900.0,1300.0,11900.0,10500.0,2020,63.2,-0.2,10.89,-1.35
7.0,103,,LA,,1.59,,"LOS ANGELES, JCT RTE 1, PACIFIC COAST HIGHWAY",1300.0,11900.0,10500.0,,,,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,0.0,,"LOS ANGELES, BEGIN FREEWAY AT THE LOS ANGELES INTL AIRPORT",,,,3550.0,65000.0,60000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,0.5,,"LOS ANGELES, JCT. RTE. 1",3550.0,65000.0,60000.0,6900.0,126000.0,117000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,1.244,,"LOS ANGELES, DOUGLAS ST ",6900.0,126000.0,117000.0,8800.0,161000.0,149000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,2.106,,"LOS ANGELES, JCT. RTE. 405",8800.0,161000.0,149000.0,13100.0,240000.0,222000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,3.053,,"HAWTHORNE, HAWTHORNE BLVD ",13100.0,240000.0,222000.0,14300.0,261000.0,242000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,4.705,,"INGLEWOOD, CRENSHAW BLVD ",14300.0,261000.0,242000.0,15800.0,287000.0,266000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,6.766,,"LOS ANGELES, VERMONT AVE ",15800.0,287000.0,266000.0,14600.0,265000.0,246000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,7.386,,"LOS ANGELES, JCT. RTE. 110",14600.0,265000.0,246000.0,14300.0,261000.0,242000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,8.903,,"LOS ANGELES, CENTRAL AVE ",14300.0,261000.0,242000.0,13400.0,244000.0,226000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,9.775,,"WILLOWBROOK, WILMINGTON AVE ",13400.0,244000.0,226000.0,13000.0,237000.0,220000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,11.506,,"LYNWOOD, LONG BEACH BLVD ",13000.0,237000.0,220000.0,11900.0,217000.0,201000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,13.471,,"LYNWOOD, JCT. RTE. 710",11900.0,217000.0,201000.0,11500.0,208000.0,193000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,14.65,,"SOUTHGATE, PARAMOUNT BLVD ",11500.0,208000.0,193000.0,12800.0,233000.0,216000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,15.763,,"DOWNEY, LAKEWOOD BLVD ",12800.0,233000.0,216000.0,12500.0,228000.0,211000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,16.639,,"DOWNEY, BELLFLOWER. BLVD ",12500.0,228000.0,211000.0,12500.0,228000.0,211000.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,17.823,,"NORWALK, JCT. RTE. 605",12500.0,228000.0,211000.0,1150.0,20800.0,19300.0,2020,63.2,-0.2,10.89,-1.35
7.0,105,,LA,R,18.145,,"NORWALK, STUDEBAKER ROAD (END FREEWAY)",1150.0,20800.0,19300.0,,,,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,0.0,,"TORRANCE, JCT. RTE. 1",,,,3250.0,43500.0,37000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,0.747,,"TORRANCE, LOMITA BLVD",3950.0,55000.0,46000.0,4600.0,66000.0,55000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,1.41,,"TORRANCE, SEPULVEDA BLVD",4750.0,68000.0,57000.0,4450.0,65000.0,54000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,1.829,,"TORRANCE, CARSON ST",4450.0,65000.0,54000.0,4850.0,71000.0,59000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,2.25,,"TORRANCE, TORRANCE BLVD",4850.0,71000.0,59000.0,5000.0,74000.0,62000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,3.01,,"TORRANCE, DEL AMO BLVD",5000.0,74000.0,62000.0,5800.0,72000.0,60000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,3.683,,"TORRANCE, 190TH ST",5800.0,72000.0,60000.0,5900.0,76000.0,63000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,4.696,,"TORRANCE, ARTESIA BLVD",5900.0,76000.0,63000.0,4000.0,52000.0,43000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,4.794,,"REDONDO BEACH, REDONDO BEACH BLVD",4000.0,52000.0,43000.0,4000.0,52000.0,43000.0,2020,63.2,-0.2,10.89,-1.35
7.0,107,,LA,,4.801,,"REDONDO BEACH, END OF RTE",4000.0,52000.0,43000.0,,,,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,R,0.745,,"LOS ANGELES, GAFFEY ST",4150.0,70000.0,64000.0,3050.0,51000.0,47000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,R,0.931,,"LOS ANGELES, JCT. RTE. 47",3050.0,51000.0,47000.0,4200.0,70000.0,64000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,R,1.23,,"LOS ANGELES, CHANNEL ST ",4200.0,70000.0,64000.0,5100.0,87000.0,79000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,11.239,,"LOS ANGELES, REDONDO BEACH BLVD ",14300.0,241000.0,220000.0,14800.0,250000.0,228000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,11.891,,"LOS ANGELES, ROSECRANS AVE ",14800.0,250000.0,228000.0,15500.0,261000.0,238000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,12.898,,"LOS ANGELES, EL SEGUNDO BLVD ",15500.0,261000.0,238000.0,15800.0,265000.0,242000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,13.82,,"LOS ANGELES, JCT. RTE. 105",15800.0,265000.0,242000.0,17300.0,291000.0,266000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,14.967,,"LOS ANGELES, CENTURY BLVD ",17300.0,291000.0,266000.0,18600.0,313000.0,286000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,15.976,,"LOS ANGELES, MANCHESTER AVE ",18600.0,313000.0,286000.0,18000.0,303000.0,277000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,16.981,,"LOS ANGELES, FLORENCE AVE ",18000.0,303000.0,277000.0,18200.0,308000.0,281000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,17.514,,"LOS ANGELES, GAGE AVE ",18200.0,308000.0,281000.0,18200.0,307000.0,280000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,17.98,,"LOS ANGELES, SLAUSON AVE ",18200.0,307000.0,280000.0,17500.0,296000.0,270000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,18.495,,"LOS ANGELES, 51ST ST ",17500.0,296000.0,270000.0,18100.0,304000.0,278000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,18.998,,"LOS ANGELES, VERNON AVE ",18100.0,304000.0,278000.0,18100.0,306000.0,279000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,19.502,,"LOS ANGELES, MARTIN LUTHER KING JR. BLVD ",18100.0,306000.0,279000.0,16400.0,276000.0,252000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,19.996,,"LOS ANGELES, EXPOSITION BLVD ",16400.0,276000.0,252000.0,15900.0,268000.0,245000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,2.771,,"LOS ANGELES, C ST ",5100.0,87000.0,79000.0,5200.0,88000.0,80000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,21.444,,"LOS ANGELES, JCT. RTE. 10",15900.0,268000.0,245000.0,16500.0,277000.0,253000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,22.123,,"LOS ANGELES, OLYMPIC BLVD ",16500.0,277000.0,253000.0,17200.0,289000.0,264000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,22.36,,"LOS ANGELES, 8TH/9TH STS ",17200.0,289000.0,264000.0,16400.0,276000.0,252000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,22.834,,"LOS ANGELES, 5TH/6TH STS ",16400.0,276000.0,252000.0,17200.0,289000.0,264000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,23.04,,"LOS ANGELES, 3RD/4TH STS ",17200.0,289000.0,264000.0,16400.0,276000.0,252000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,23.727,,"LOS ANGELES, JCT. RTE. 101",16400.0,276000.0,252000.0,9500.0,160000.0,146000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,24.06,,"LOS ANGELES, FIGUEROA ST/SUNSET BLVD ",9500.0,160000.0,146000.0,10000.0,169000.0,154000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,24.31,,"LOS ANGELES, HILL ST/STADIUM WAY ",10000.0,169000.0,154000.0,10900.0,184000.0,168000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,3.264,,"LOS ANGELES, ANAHEIM ST ",5200.0,88000.0,80000.0,5700.0,95000.0,87000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,4.061,,"LOS ANGELES, JCT. RTE. 1",5700.0,95000.0,87000.0,8200.0,138000.0,126000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,5.451,,"CARSON, SEPULVEDA BLVD ",8200.0,138000.0,126000.0,10600.0,178000.0,163000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,7.016,,"CARSON, CARSON ST ",10600.0,178000.0,163000.0,12300.0,207000.0,189000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,8.028,,"CARSON, TORRANCE/DEL AMO BLVDS ",12300.0,207000.0,189000.0,13000.0,219000.0,200000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,8.775,,"CARSON, JCT. RTE. 405",13000.0,219000.0,200000.0,16000.0,269000.0,246000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,9.87,,"LOS ANGELES, JCT. RTE. 91",16000.0,269000.0,246000.0,14300.0,241000.0,220000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,24.755,R,"LOS ANGELES, STADIUM WAY OC",5500.0,92000.0,84000.0,5500.0,92000.0,84000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,25.086,R,"LOS ANGELES, SOLANO AVE ",5500.0,92000.0,84000.0,5400.0,91000.0,83000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,25.086,L,"LOS ANGELES, SOLANO AVE ",5400.0,91000.0,83000.0,5300.0,90000.0,82000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,25.751,,"LOS ANGELES, JCT. RTE. 5",10800.0,182000.0,166000.0,7300.0,123000.0,112000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,27.119,,"LOS ANGELES, AVE 43 ",7300.0,123000.0,112000.0,7000.0,117000.0,107000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,28.05,,"LOS ANGELES, AVE 52 ",7000.0,117000.0,107000.0,6400.0,108000.0,99000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,28.375,,"LOS ANGELES, AVE 57/HERMON AVE ",6400.0,108000.0,99000.0,5800.0,99000.0,90000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,28.762,,"LOS ANGELES, AVE 60 ",5800.0,99000.0,90000.0,5800.0,99000.0,90000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,29.028,,"LOS ANGELES, AVE 64 ",5800.0,99000.0,90000.0,4800.0,81000.0,74000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,29.5,,"LOS ANGELES, YORK BLVD ",4800.0,81000.0,74000.0,4700.0,80000.0,73000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,29.95,,"SOUTH PASADENA, BRIDEWELL ST ",4700.0,80000.0,73000.0,4800.0,81000.0,74000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,30.587,,"SOUTH PASADENA, ORANGE GROVE AVE ",4800.0,81000.0,74000.0,3750.0,62000.0,57000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,31.17,,"SOUTH PASADENA, FAIR OAKS AVE ",3750.0,62000.0,57000.0,3450.0,58000.0,53000.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,31.912,,"PASADENA, GLENARM ST",3450.0,58000.0,53000.0,2550.0,43500.0,39500.0,2020,63.2,-0.2,10.89,-1.35
7.0,110,,LA,,31.913,,"PASADENA, END FREEWAY",2550.0,43500.0,39500.0,,,,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,0.0,,VENTURA/LOS ANGELES COUNTY LINE,,,,8400.0,119000.0,100000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,1.799,,"LOS ANGELES, JCT. RTE. 27",8400.0,119000.0,100000.0,9800.0,138000.0,116000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,2.68,,"LOS ANGELES, DE SOTO AVE ",9800.0,138000.0,116000.0,11000.0,155000.0,131000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,3.864,,"LOS ANGELES, PORTER RANCH DR/WINNETKA AVE ",11600.0,164000.0,138000.0,11800.0,167000.0,141000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,4.639,,"LOS ANGELES, TAMPA AVE ",11600.0,164000.0,138000.0,12300.0,174000.0,147000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,5.804,,"LOS ANGELES, RESEDA BLVD ",14300.0,202000.0,170000.0,14000.0,197000.0,166000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,6.8,,"LOS ANGELES, WHITE OAK AVE ",14000.0,197000.0,166000.0,15700.0,222000.0,187000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,7.8,,"LOS ANGELES, BALBOA BLVD ",15700.0,222000.0,187000.0,15400.0,217000.0,183000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,8.343,,"LOS ANGELES, HAYVENHURST AVE ",15400.0,217000.0,183000.0,18000.0,254000.0,214000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,9.037,,"LOS ANGELES, WOODLEY AVE ",18000.0,254000.0,214000.0,17500.0,247000.0,208000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,9.805,,"LOS ANGELES, JCT. RTE. 405",17500.0,247000.0,208000.0,17400.0,246000.0,207000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,11.447,R,"LOS ANGELES, JCT. RTE. 5",8700.0,122000.0,103000.0,5800.0,83000.0,70000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,11.822,R,"LOS ANGELES, END INDEPENDENT ALIGNMENT",5800.0,83000.0,70000.0,11700.0,165000.0,139000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,10.997,L,"LOS ANGELES, BEGIN INDEPDENT ALIGNMENT LEFT",,,,5800.0,83000.0,70000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,12.385,,"LOS ANGELES, SAN FERNANDO ROAD ",11700.0,165000.0,139000.0,10600.0,150000.0,126000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,13.182,,"LOS ANGELES, GLENOAKS BLVD ",10600.0,150000.0,126000.0,8200.0,116000.0,98000.0,2020,63.2,-0.2,10.89,-1.35
7.0,118,,LA,R,14.08,,"LOS ANGELES, JCT. RTE. 210",8200.0,116000.0,98000.0,,,,2020,63.2,-0.2,10.89,-1.35
7.0,126,,LA,R,0.0,,VENTURA/LOS ANGELES COUNTY LINE,,,,3200.0,126000.0,29500.0,2020,63.2,-0.2,10.89,-1.35
7.0,126,,LA,R,3.564,,WOLCOTT WAY,3200.0,126000.0,29500.0,3600.0,143000.0,33500.0,2020,63.2,-0.2,10.89,-1.35
7.0,126,,LA,R,4.885,,COMMERCE CENTER DR,3600.0,143000.0,33500.0,5100.0,205000.0,48000.0,2020,63.2,-0.2,10.89,-1.35
7.0,126,,LA,R,5.46,,THE OLD ROAD ,5100.0,205000.0,48000.0,5100.0,205000.0,48000.0,2020,63.2,-0.2,10.89,-1.35
7.0,126,,LA,R,5.85,,"SANTA CLARITA, SOUTH JCT. RTE. 5",5100.0,205000.0,48000.0,3950.0,156000.0,36500.0,2020,63.2,-0.2,10.89,-1.35
7.0,126,,LA,,6.036,,"SANTA CLARITA, TOURNEY ROAD (END OF RTE)",3950.0,156000.0,36500.0,,,,2020,63.2,-0.2,10.89,-1.35
